ref,title,author,lastRunTime,totalVotes,sortRank
ducnamphan/jed-attack-v5-0-mass-exfil,JED Attack v5.0 — Mass EXFIL,Duc Nam Phan,2026-07-05T15:44:09.097000,1,603
ducnamphan/jed-v5-5-production-final,JED v5.5 — Production Final,Duc Nam Phan,2026-07-05T17:14:39.260000,1,604
busyaprime/two-flow-properties-behind-four-attack-predicates,Two flow properties behind four attack predicates,Busya PRIME,2026-07-05T19:35:40.027000,2,605
devchandra/ai-agent-security-v68b-bikram-v10-56-87,AI Agent Security v68b Bikram v10 56.87,Dr Chandrasen Pandey,2026-07-06T01:19:48.690000,1,606
paul720810/auto-build-20260706-040938,auto-build 20260706-040938,Paul720810,2026-07-06T04:09:42.390000,1,607
paul720810/hermes-openclaw-attack-e005-20260706-053700,Hermes OpenClaw Attack E005-20260706-053700,Paul720810,2026-07-06T05:37:04.807000,1,608
paul720810/hermes-openclaw-attack-e005-20260706-053718,Hermes OpenClaw Attack E005-20260706-053718,Paul720810,2026-07-06T05:37:22.807000,1,609
paul720810/hermes-openclaw-attack-e005-20260706-053756,Hermes OpenClaw Attack E005-20260706-053756,Paul720810,2026-07-06T05:37:59.857000,1,610
paul720810/hermes-openclaw-attack-e005-20260706-053818,Hermes OpenClaw Attack E005-20260706-053818,Paul720810,2026-07-06T05:38:23.307000,1,611
paul720810/hermes-openclaw-attack-e005-20260706-053858,Hermes OpenClaw Attack E005-20260706-053858,Paul720810,2026-07-06T05:39:01.820000,1,612
paul720810/hermes-openclaw-attack-e005-20260706-053900,Hermes OpenClaw Attack E005-20260706-053900,Paul720810,2026-07-06T05:39:04.013000,1,613
paul720810/hermes-openclaw-attack-e005-20260706-053932,Hermes OpenClaw Attack E005-20260706-053932,Paul720810,2026-07-06T05:39:35.193000,1,614
paul720810/hermes-openclaw-attack-e005-20260706-053933,Hermes OpenClaw Attack E005-20260706-053933,Paul720810,2026-07-06T05:39:37.570000,1,615
paul720810/hermes-openclaw-attack-e005-20260706-053954,Hermes OpenClaw Attack E005-20260706-053954,Paul720810,2026-07-06T05:39:58.010000,1,616
paul720810/hermes-openclaw-attack-e005-20260706-054013,Hermes OpenClaw Attack E005-20260706-054013,Paul720810,2026-07-06T05:40:17.733000,1,617
paul720810/hermes-openclaw-attack-e005-20260706-054029,Hermes OpenClaw Attack E005-20260706-054029,Paul720810,2026-07-06T05:40:33.037000,1,618
jayanthpattela/attacking,Attacking,Jayanth Pattela,2026-07-06T09:45:03.490000,0,619
paul720810/hermes-openclaw-attack-e005-20260706-081625,Hermes OpenClaw Attack E005-20260706-081625,Paul720810,2026-07-06T08:16:29.560000,2,620
paul720810/hermes-openclaw-attack-e005-20260706-081850,Hermes OpenClaw Attack E005-20260706-081850,Paul720810,2026-07-06T08:18:54.240000,1,621
paul720810/hermes-openclaw-attack-e005-20260706-082026,Hermes OpenClaw Attack E005-20260706-082026,Paul720810,2026-07-06T08:20:31.283000,1,622
gautampatil9898/state-space-agent-attack-search-1,state-space-agent-attack-search-1,gautam patil,2026-07-06T11:03:13.680000,0,623
ghazarosbarseghyan91/jed-attack-map-elites-archive,JED Attack — MAP-Elites Archive,Ghazaros Barseghyan,2026-07-06T13:02:38.297000,0,624
pengwang91/jed-fill-mech-v2-control,jed-fill-mech-v2-control,Peng Wang,2026-07-06T22:37:03.783000,0,625
pengwang91/jed-fill-noreason-short,jed-fill-noreason-short,Peng Wang,2026-07-06T22:38:40.663000,0,626
pengwang91/jed-fill-post-noreason,jed-fill-post-noreason,Peng Wang,2026-07-06T22:39:13.740000,1,627
khj1222/ai-agent-security-working-note,AI Agent Security Working Note,khj1222,2026-09-03T11:10:10.690000,0,628
devchandra/ai-agent-security-v72-peng-mech-noval-m35,AI Agent Security v72 Peng mech noval m35,Dr Chandrasen Pandey,2026-07-07T03:05:12.197000,0,629
qyq1693/ai-agent-security-dense-v10,ai-agent-security-dense-v10,QYQ1693,2026-07-07T06:09:59.487000,0,630
uditjain13/the-0-byte-submission-bug-guardrail-anatomy,The 0-Byte Submission Bug + Guardrail Anatomy,Udit Jain,2026-07-07T09:21:09.053000,3,631
qyq1693/ai-agent-security-speed-v11,ai-agent-security-speed-v11,QYQ1693,2026-07-07T10:02:54.627000,0,632
paul720810/hermes-v19-replica-best-33-660,Hermes V19 Replica Best 33.660,Paul720810,2026-07-07T12:25:34.417000,2,633
ducnamphan/jed-v9-0-multi-tool,JED v9.0 Multi-Tool,Duc Nam Phan,2026-07-08T02:03:22.900000,1,634
ducnamphan/jed-v12-0-uta-amplifier,JED v12.0 UTA Amplifier,Duc Nam Phan,2026-07-08T15:50:54.507000,1,635
ducnamphan/jed-v13-0-compact-n-250,JED v13.0 Compact N=250,Duc Nam Phan,2026-07-08T15:53:52.760000,1,636
rumblingb/ai-security-lb60525-yusuke-fork-20260708,AI Security LB60525 Yusuke Fork 20260708,rumbling_b,2026-07-08T16:01:22.523000,1,637
rumblingb/ai-agent-security-working-note-rumblingb,Ai Agent Security Working Note Rumblingb,rumbling_b,2026-07-09T04:09:37.257000,0,638
harmeetkaur24/attack-notebook,Attack_Notebook,Harmeet Kaur,2026-07-09T07:30:09.497000,0,639
ducnamphan/jed-v14-0-task-blended,JED v14.0 Task-Blended,Duc Nam Phan,2026-07-09T17:23:48.440000,0,640
ducnamphan/jed-v15-0-5-paper-integration,JED v15.0 5-Paper Integration,Duc Nam Phan,2026-07-09T17:27:09.867000,0,641
ducnamphan/jed-v16-0-calibrated-n-300,JED v16.0 Calibrated N=300,Duc Nam Phan,2026-07-10T15:30:46.143000,1,642
devchandra/ai-agent-security-v74-yusuke-lb60525-exact,AI Agent Security v74 Yusuke LB60525 exact,Dr Chandrasen Pandey,2026-07-10T16:07:51.933000,1,643
devchandra/ai-agent-security-v77-shadowcat-stable-margin32,AI Agent Security v77 Shadowcat stable margin32,Dr Chandrasen Pandey,2026-07-10T16:21:07.647000,1,644
ducnamphan/jed-v20-0-gpu-n-500,JED v20.0 GPU N=500,Duc Nam Phan,2026-07-11T07:36:05.517000,1,645
funnyai1234/notebook082499274c,notebook082499274c,QweekOS,2026-07-12T06:59:13.133000,0,646
kyleslight/ai-agent-security-public-anchor-v1,AI Agent Security Public Anchor v1,Kyles Light,2026-07-12T17:24:05.107000,1,647
commencethescourge/ai-agent-security-baseline-submission,AI Agent Security Baseline Submission,commencethescourge,2026-07-11T18:51:12.163000,0,648
yuriymikityuk/the-taint-window-trap-jed-sdk-predicate-stacking,The Taint-Window Trap: JED SDK Predicate Stacking,Yuriy Mikityuk,2026-07-11T23:25:13.377000,1,649
loveautomn/getting-started-notebook-b8f749,Getting Started Notebook b8f749,love automn,2026-07-12T09:49:30.087000,1,650
yuriymikityuk/read-the-source-not-the-leaderboard,"Read the source, not the leaderboard",Yuriy Mikityuk,2026-07-12T16:30:33.413000,1,651
paul720810/hermes-attack-v34-pure-n1050-tight-20260712-200748,Hermes Attack v34-pure-n1050-tight-20260712-200748,Paul720810,2026-07-12T20:07:52.043000,0,652
andrewmedran0/ai-agent-security-submit,AI Agent Security Submit,Andy,2026-07-13T02:00:35.057000,1,653
paul720810/hermes-attack-test-comp,Hermes Attack Test Comp,Paul720810,2026-07-13T15:16:45.780000,0,654
paul720810/hermes-attack-test-big-code,Hermes Attack Test Big Code,Paul720810,2026-07-13T15:17:03.697000,0,655
paul720810/hermes-attack-v36-pure-n1050-tight-fixed,Hermes Attack v36-pure-n1050-tight-fixed,Paul720810,2026-07-13T15:17:20.817000,0,656
paul720810/hermes-attack-v36-n1050-tight-20260713-151754,Hermes Attack v36-n1050-tight-20260713-151754,Paul720810,2026-07-13T15:18:00.110000,0,657
paul720810/hermes-attack-v36-n1050-tight-20260713-151832,Hermes Attack v36-n1050-tight-20260713-151832,Paul720810,2026-07-13T15:18:35.170000,0,658
paul720810/hermes-attack-v37-n950-reg-20260713-152254,Hermes Attack v37-n950-reg-20260713-152254,Paul720810,2026-07-13T15:22:58.937000,0,659
shayml/ai-agent-security-latest-best-v2,AI Agent Security Latest Best V2,ShayML,2026-07-14T02:40:01.243000,0,660
shayml/ai-agent-security-latest-best-v3,AI Agent Security Latest Best V3,ShayML,2026-07-14T02:59:34.170000,0,661
kleniopadilha/winnex-v62-attack,WINNEX V62 Attack,Klenio Padilha,2026-07-14T06:41:36.967000,0,662
kleniopadilha/winnex-v63-attack,WINNEX V63 Attack,Klenio Padilha,2026-07-14T11:54:51.453000,0,663
kleniopadilha/winnex-v64-attack,WINNEX V64 Attack,Klenio Padilha,2026-07-14T12:08:11.737000,0,664
kleniopadilha/winnex-v65-attack,WINNEX V65 Attack,Klenio Padilha,2026-07-14T19:57:08.547000,0,665
paul720810/hermes-attack-v34-dual-post-20260715-063727,Hermes Attack v34-dual-post-20260715-063727,Paul720810,2026-07-15T06:37:31.573000,1,666
weizhouliu/jed-attack-v2,jed-attack-v2,weizhou liu,2026-07-15T16:15:46.433000,0,667
coolin666/getting-started-notebook,Getting Started Notebook,coolin666,2026-07-16T08:23:26.597000,2,668
coolin666/getting-started-notebook-4c3e91,Getting Started Notebook 4c3e91,coolin666,2026-07-15T16:57:04.837000,0,669
coolin666/getting-started-notebook-2,Getting Started Notebook 2,coolin666,2026-07-15T16:56:59.210000,0,670
paul720810/hermes-attack-v48-pure-n950-m1p0-20260717-001415,Hermes Attack v48-pure-n950-m1p0-20260717-001415,Paul720810,2026-07-17T00:14:20.367000,0,671
paul720810/hermes-attack-v54-n950-framing-20260718-002808,Hermes Attack v54-n950-framing-20260718-002808,Paul720810,2026-07-18T00:28:11.130000,0,672
paul720810/hermes-attack-v60-pure-n1050-m125-20260719-052338,Hermes Attack v60-pure-n1050-m125-20260719-052338,Paul720810,2026-07-19T05:23:41.477000,0,673
paul720810/hermes-attack-v61-pure-n1050-m115-20260719-052445,Hermes Attack v61-pure-n1050-m115-20260719-052445,Paul720810,2026-07-19T05:24:47.870000,0,674
paul720810/hermes-attack-v62-replicate-20260719-052601,Hermes Attack v62-replicate-20260719-052601,Paul720810,2026-07-19T05:26:05.847000,0,675
paul720810/hermes-attack-v64-n1000-s46-m1-2-20260720-004121,Hermes Attack v64-n1000-S46-M1.2-20260720-004121,Paul720810,2026-07-20T00:41:25.387000,0,676
paul720810/hermes-attack-v65-n1000-s45-m1-25-20260720-004434,Hermes Attack v65-n1000-S45-M1.25-20260720-004434,Paul720810,2026-07-20T00:44:36.990000,0,677
paul720810/hermes-attack-v66-n1025-s45-m1-2-20260720-004615,Hermes Attack v66-n1025-S45-M1.2-20260720-004615,Paul720810,2026-07-20T00:46:19.040000,0,678
paul720810/hermes-attack-v67-n975-s45-m1-2-20260720-004714,Hermes Attack v67-n975-S45-M1.2-20260720-004714,Paul720810,2026-07-20T00:47:18.413000,0,679
dakbsabsa/ai-agent-security-multi-step-tool-attacks,ai-agent-security-multi-step-tool-attacks,I PUTU KRISNA PRAMANA YUDA,2026-07-20T11:30:56.300000,9,680
ojanapalash/notebook6d94950baf,notebook6d94950baf,OjanaPalash MD. KAMAL UDDIN,2026-07-20T19:46:52.387000,2,681
paul720810/hermes-attack-v68-tight-20260721-003427,Hermes Attack v68-tight-20260721-003427,Paul720810,2026-07-21T00:34:32.267000,1,682
prvsiyan/ai-agent-security-defense-in-depth-audit,AI Agent Security | Defense-in-Depth Audit,prvsiyan,2026-07-21T14:12:19.767000,13,683
enriro0/replay-throughput-and-guardrail-reachability-jed,Replay-Throughput and Guardrail Reachability (JED),Enrique Rodríguez,2026-09-04T14:01:01.673000,1,684
seb001010/51-silver-working-note-the-gate-reads-payloads,#51 Silver | Working Note: the gate reads payloads,Sebastian Martin,2026-09-04T13:20:00.107000,1,685
coolin666/jed-attack-v12,JED Attack v12,coolin666,2026-08-13T14:11:10.673000,44,686
souldrive/drop-them-a-line-quietly-deletes-a-file,Drop them a line quietly deletes a file,souldrive,2026-09-02T12:02:35.160000,3,687
addonyas/adiya,adiya,Adiya Orazbek,2026-08-21T18:36:53.600000,3,688
antoniorotundo2/a-throughput-floor-plus-a-genuine-multi-step-searc,A throughput floor plus a genuine multi-step searc,Antonio Rotundo,2026-09-04T18:38:30.493000,12,689
ashraf1232/isolating-the-taint-boundary-working-note,Isolating the Taint Boundary -- Working Note,Ashraf 1232,2026-09-03T08:10:56.730000,0,690
anvithpothula/aisec-jedcdprobe,aisec-jedcdprobe,Anvith Pothula,2026-08-29T00:22:31.860000,1,691
sirikilohit/submission-v170-dual-harmony,submission_v170_dual_harmony,rellik13,2026-09-01T21:18:58.913000,0,692
zashraf1337hs/msta-working-note,MSTA Working Note,zashraf1337-hs,2026-09-02T00:27:05.643000,0,693
municef1/105-silver-private-lb-22-155-confused-deputy,#105 Silver: Private LB 22.155 Confused Deputy,안녕하세요이세입니다잘부탁드립니다,2026-09-02T11:11:39.087000,4,694
gerwynng/ai-agent-security-final-leaderboard-shake,AI Agent Security: Final Leaderboard Shake,Gerwyn,2026-09-02T07:55:04.873000,2,695
backtracking/jed-silver-public-v43,jed-silver-public-v43,Le Trong Hieu,2026-09-02T04:16:09.030000,0,696
backtracking/jed-silver-private-hedge-v37,jed-silver-private-hedge-v37,Le Trong Hieu,2026-09-02T04:16:11.120000,0,697
backtracking/jed-silver-solution-writeup,jed-silver-solution-writeup,Le Trong Hieu,2026-09-02T04:26:07.683000,0,698
takamichitoda/the-hedge-that-survived-clean-confused-deputy,The hedge that survived: clean CONFUSED_DEPUTY,Takamichi Toda,2026-09-02T06:32:28.767000,0,699
ahmedmobasher86/working-note-guardrail-predicate-asymmetry,Working Note: Guardrail-Predicate Asymmetry,Ahmed Mobasher,2026-09-02T06:40:02.843000,0,700
merkiraz/jed-v84-deputymax-attack,JED-v84-DeputyMax-attack,ömer kiraz,2026-09-02T08:44:55.360000,0,701
takamichitoda/the-objective-is-raw-per-second,The objective is raw per second,Takamichi Toda,2026-09-02T11:54:16.543000,5,702
kkrasikov/workingnote-66th-place-method-harness,[WorkingNote] 66th place - Method & Harness,Kirill Krasikov,2026-09-03T01:49:33.110000,1,703
abukayyisahbasyid/ai-agent-security-working-note,AI Agent Security - Working Note,Abu Kayyisah Basyid,2026-09-02T12:55:54.330000,2,704
thwaitsusa2/jed-working-note-verifier,JED Working Note verifier,thwaitsusa2,2026-09-02T19:41:34.517000,1,705
